id,is_public,priority,status,subject,description,type,assignee_id,requester_id,created_at,url
154,t,normal,closed,Inconsistent remote schema responses from actions API,"Hi support,

Getting inconsistent responses from our actions remote schema:

Setup:
- Endpoint: europe-west4
- Timeout: 30 seconds
- Retry config: 3 attempts

Error patterns:
```
expired JWT token intermittently
Success rate: ~80%
Response time varying: 30 seconds to 30 seconds
```

How can we make remote schema queries more reliable?",,6056,38,2024-08-13 13:43:51.25668+00,https://hasura.zendesk.com/agent/tickets/154
155,t,normal,open,SuperTokens integration not working,"Hi,

We're having trouble integrating SuperTokens with Hasura. Configuration:

```yaml
auth:
  provider: SuperTokens
  jwt:
    algorithm: RS512
    claims_format: json
```

Error received:
```
insufficient privileges when validating JWT
```

What's the correct setup for SuperTokens?",,7955,38,2024-07-19 18:07:27.955355+00,https://hasura.zendesk.com/agent/tickets/155
156,t,normal,pending,Computed field errors with many-to-many relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type departments {
  id: Int!
  computed_field: JSON
  related_departments: [departments]
}
```

Error:
```
inconsistent state when computing field
Relationship type: many-to-many
```

How should we structure computed fields with relationships?",,8907,38,2024-08-05 03:53:06.238967+00,https://hasura.zendesk.com/agent/tickets/156
157,t,high,closed,Custom webhook authentication failing,"Hi Hasura team,

Our custom webhook authentication is failing with migration failed. Setup:

Webhook config:
```yaml
auth:
  webhook:
    mode: POST
    url: https://our-auth-server/asia-northeast1
    timeout: 10 minutes
```

Current load:
- Request volume: 1M/day
- Concurrent users: 500

How can we debug this?",,1454,39,2024-05-01 17:37:56.817335+00,https://hasura.zendesk.com/agent/tickets/157
158,t,high,closed,Cron trigger failing for roles updates,"Hi Hasura team,

Our cron trigger for updating roles is failing:

Trigger configuration:
```yaml
name: update_roles_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""roles""
webhook: https://cron.asia-northeast1/update
```

Error:
```
memory limit exceeded
Last run: 10 minutes ago
Affected rows: 10M rows
```

How can we make this cron job more reliable?",,6056,39,2024-06-07 02:54:36.351937+00,https://hasura.zendesk.com/agent/tickets/158
159,t,normal,closed,Custom action failing with memory limit exceeded,"Hi Hasura support,

Our custom action is failing with memory limit exceeded:

Action definition:
```graphql
type Mutation {
  process_payments(id: Int!): ProcessResult
}
```

Handler configuration:
```yaml
handler: https://actions.eu-central-1/process
timeout: 30 seconds
retry_config:
  max_retries: 3
```

Current load:
- Requests: 1M/day
- Concurrent: 5000

How should we debug this action?",,7840,39,2024-08-04 05:57:43.632828+00,https://hasura.zendesk.com/agent/tickets/159
160,t,high,closed,Inconsistent remote schema responses from relay API API,"Hi support,

Getting inconsistent responses from our relay API remote schema:

Setup:
- Endpoint: ap-southeast-1
- Timeout: 2 minutes
- Retry config: 3 attempts

Error patterns:
```
expired JWT token intermittently
Success rate: ~80%
Response time varying: 2 minutes to 2 minutes
```

How can we make remote schema queries more reliable?",,9554,39,2024-06-28 07:15:22.541576+00,https://hasura.zendesk.com/agent/tickets/160
161,t,high,closed,Computed field errors with object relationship relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type products {
  id: Int!
  computed_field: JSON
  related_products: [products]
}
```

Error:
```
memory limit exceeded when computing field
Relationship type: object relationship
```

How should we structure computed fields with relationships?",,7913,39,2024-09-06 09:42:31.677527+00,https://hasura.zendesk.com/agent/tickets/161
162,t,normal,open,Query performance degradation with one-to-one joins,"Hi team,

Experiencing severe performance issues with nested queries:

Query pattern:
```graphql
query {
  comments(where: {status: {_eq: ""active""}}) {
    id
    related_comments {
      nested_comments {
        deep_comments
      }
    }
  }
}
```

Metrics:
- Response time: 60 seconds
- Data size: 1M rows
- Connection pool: 10

How can we optimize these nested queries?",,7955,39,2024-07-03 17:13:49.623583+00,https://hasura.zendesk.com/agent/tickets/162
163,t,low,closed,Remote schema stitching failed for SSL enforcement,"Hello team,

Remote schema stitching is failing for our SSL enforcement integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_SSL enforcement
    definition:
      url: https://remote.us-east-1/graphql
      timeout: 10 minutes
      forward_headers: true
```

Error:
```
missing required claims during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,8907,39,2024-04-26 15:22:15.012316+00,https://hasura.zendesk.com/agent/tickets/163
164,t,normal,closed,Authorization not propagating to remote schema from Keycloak,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: Keycloak
Error: SSL/TLS error

How should we configure header forwarding?",,8907,40,2024-05-21 08:49:35.654077+00,https://hasura.zendesk.com/agent/tickets/164
165,t,normal,closed,Error tracking tables after Heroku PostgreSQL migration,"Support team,

After migrating our Heroku PostgreSQL to a new instance, we're getting errors tracking tables:

```
check constraint violation when tracking audit_logs
Table size: 50M rows
```

Migration details:
- Source: Heroku PostgreSQL on AWS EKS
- Target: New Heroku PostgreSQL instance
- Product version: v2.18.0

How can we resolve these tracking issues?",,1754,41,2024-08-20 15:10:41.907644+00,https://hasura.zendesk.com/agent/tickets/165
166,t,normal,closed,Remote join failing between Heroku PostgreSQL and remote schema,"Hi,

Remote joins aren't working between our database and remote schema:

Setup:
- Database: Heroku PostgreSQL
- Remote schema: nested mutations API
- Join field: integer

Error:
```
unique violation when executing remote join
Table: users
Remote field: user_data
```

What's the correct remote join configuration?",,7913,41,2024-06-14 07:18:10.262507+00,https://hasura.zendesk.com/agent/tickets/166
167,t,normal,closed,Query performance degradation with many-to-many joins,"Hi team,

Experiencing severe performance issues with nested queries:

Query pattern:
```graphql
query {
  payments(where: {status: {_eq: ""active""}}) {
    id
    related_payments {
      nested_payments {
        deep_payments
      }
    }
  }
}
```

Metrics:
- Response time: 5 minutes
- Data size: 100M rows
- Connection pool: 100

How can we optimize these nested queries?",,8907,41,2024-05-21 01:55:47.266592+00,https://hasura.zendesk.com/agent/tickets/167
168,t,high,closed,Multiple Keycloak roles not working,"Hi Hasura support,

Having issues with multiple auth roles from Keycloak:

Configuration:
```yaml
jwt:
  claims_map:
    x-hasura-allowed-roles: [""x-Keycloak-roles""]
    x-hasura-default-role: ""project_admin""
```

Current roles:
- Primary: project_admin
- Secondary: project_admin

Error: unauthorized role

How should we configure multiple role mapping?",,1454,42,2024-06-12 18:32:46.062348+00,https://hasura.zendesk.com/agent/tickets/168
169,t,normal,open,Remote schema stitching failed for computed fields,"Hello team,

Remote schema stitching is failing for our computed fields integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_computed fields
    definition:
      url: https://remote.ap-southeast-1/graphql
      timeout: 60 seconds
      forward_headers: true
```

Error:
```
CPU limit exceeded during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,7913,43,2024-09-30 22:11:36.358878+00,https://hasura.zendesk.com/agent/tickets/169
170,t,normal,closed,Scheduled trigger webhook returning CPU limit exceeded,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 5 seconds
- Data volume: 10M rows
- Processing time: > 5 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""CPU limit exceeded"",
  ""message"": ""Failed to aggregate tags""
}
```

What's the best practice for handling long-running scheduled operations?",,6056,43,2024-09-29 08:38:28.273766+00,https://hasura.zendesk.com/agent/tickets/170
171,t,low,closed,Container health checks failing on AWS EC2,"Hi,

Our Hasura containers are failing health checks on AWS EC2:

Configuration:
```yaml
healthcheck:
  timeout: 5 minutes
  retries: 3
  interval: 30s
```

Environment:
- Version: latest
- Region: australia-southeast1
- Database: AWS RDS PostgreSQL
- Connection pool: 100

Logs show null value violation before failing. What's the recommended health check configuration?",,1754,44,2024-04-26 16:29:17.863621+00,https://hasura.zendesk.com/agent/tickets/171
172,t,low,closed,Row-level security not working for transactions,"Hi team,

Our RLS policies on transactions aren't working as expected. Setup:

Table size: 10M rows
Role: analyst

Policy:
```sql
CREATE POLICY ""transactions_access"" ON ""transactions""
  FOR ALL
  TO analyst
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting inconsistent metadata errors. How should we modify the policy?",,8907,44,2024-10-20 18:44:47.077362+00,https://hasura.zendesk.com/agent/tickets/172
173,t,normal,closed,Cron trigger failing for posts updates,"Hi Hasura team,

Our cron trigger for updating posts is failing:

Trigger configuration:
```yaml
name: update_posts_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""posts""
webhook: https://cron.asia-northeast1/update
```

Error:
```
insufficient privileges
Last run: 10 minutes ago
Affected rows: 10M rows
```

How can we make this cron job more reliable?",,7840,44,2024-05-19 16:43:51.475037+00,https://hasura.zendesk.com/agent/tickets/173
174,t,normal,closed,Cron trigger failing for metrics updates,"Hi Hasura team,

Our cron trigger for updating metrics is failing:

Trigger configuration:
```yaml
name: update_metrics_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""metrics""
webhook: https://cron.eu-central-1/update
```

Error:
```
SSL/TLS error
Last run: 30 seconds ago
Affected rows: 10M rows
```

How can we make this cron job more reliable?",,7913,44,2024-08-11 07:55:03.925717+00,https://hasura.zendesk.com/agent/tickets/174
175,t,normal,closed,Memory spikes during aggregate query operations,"Hello,

We're seeing memory spikes during aggregate query operations:

Environment:
- Product: Hasura Cloud Standard
- Database: MS SQL Server 2022
- Load: 100M/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 10 minutes
- Error rate: Increasing with query complexity exceeded

What's the recommended resource configuration for our workload?",,8907,45,2024-04-26 18:15:25.457418+00,https://hasura.zendesk.com/agent/tickets/175
176,t,high,closed,Row-level security not working for activity_logs,"Hi team,

Our RLS policies on activity_logs aren't working as expected. Setup:

Table size: 10M rows
Role: project_admin

Policy:
```sql
CREATE POLICY ""activity_logs_access"" ON ""activity_logs""
  FOR ALL
  TO project_admin
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting check constraint violation errors. How should we modify the policy?",,8907,45,2024-05-03 09:46:47.914615+00,https://hasura.zendesk.com/agent/tickets/176
177,t,normal,closed,Action permissions not working for editor,"Hi,

Custom action permissions aren't working for editor:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: products

permissions:
  - role: editor
    definition:
      fields: [""*""]
```

Error: SSL/TLS error

How should we configure action permissions?",,7840,46,2024-07-29 12:53:52.249934+00,https://hasura.zendesk.com/agent/tickets/177
178,t,urgent,open,Authorization not propagating to remote schema from SuperTokens,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: SuperTokens
Error: insufficient privileges

How should we configure header forwarding?",,7774,46,2024-08-19 17:10:42.506805+00,https://hasura.zendesk.com/agent/tickets/178
